distance_level,t_sys,d_sys,t_pat,d_pat,hit,time_ratio,dist_ratio
0,1.0058658037852728,0.18262973615971353,1.106650977914051,0.1427080885454894,0,0.0,0.5708323541819575
0,1.0360084015014757,0.42649272409778993,1.0231107441464256,0.3401792965574426,1,1.0171443748224231,1.862672003533689
0,1.0425925217834933,0.3181066808205257,1.144456414058596,0.2607758281796574,0,0.0,0.6114426189363654
0,1.0458807582085972,0.25598915521017124,1.0812564630733519,0.2593348647312583,0,0.0,0.8152449488402094
0,0.9341601240934173,0.4112599172295197,0.9037002120706608,0.3695953048987517,1,0.8640566383672019,1.4437928223768228
0,0.9458006241165715,0.4051974258919596,0.9330434862914347,0.4112599172295197,1,0.9988046612425614,1.0
0,0.8836069982836946,0.3991349345543995,0.8729311537022248,0.4051974258919596,1,0.922954723695165,1.0
0,0.6552431125542324,0.39307244321683943,0.5370551356759592,0.3991349345543995,1,0.6077986443284484,1.0
0,0.46516730970033343,0.38700995187927933,0.395437851882678,0.39307244321683943,1,0.6034979144476682,1.0
0,0.5179898889626366,0.284820541567791,1.4757156513341527,0.14561258202209793,0,0.0,0.37625022642187533
0,4.928724676221028,0.566693151008986,1.698855812092125,0.48310899728058637,1,3.2797084427543064,1.6961873417602504
0,4.339371516854794,0.5563197682569873,0.637521186510966,0.566693151008986,1,0.12934810288485596,1.0
0,3.2616344567438134,0.5459463855049885,1.2934712213077206,0.5563197682569873,1,0.2980780088277017,1.0
0,2.2916654011351842,0.5355730027529898,1.0559970647507033,0.5459463855049885,1,0.3237631557905899,1.0
0,1.2069184369711494,0.5251996200009911,1.5778247762809374,0.5355730027529898,1,0.6885057371374358,1.0
0,1.164850327494053,0.4472923462985628,1.2253785776469002,0.08222002019069011,0,0.0,0.1565500374705811
0,1.1231511651333217,0.32438074289879076,1.1883404029513742,0.3569918485954195,0,0.0,0.7981174986551889
0,1.0453329263820292,0.20093839282642761,0.4877952993570489,0.20274343888292107,0,0.0,0.6250168769919198
0,1.0377771768750836,0.10203321735829718,1.7452364892099044,0.14700619349807753,0,0.0,0.7315983343465019
0,0.16839906183816322,0.18912774577927707,0.9166391896088671,0.2286890007992836,1,0.8832716791566155,2.241319118618256
0,0.15629164456576947,0.1752960815367335,0.7329299766068313,0.0,0,0.0,0.0
0,0.6592160474418787,0.13923221956055956,0.9637791061769136,0.22984180974344917,1,6.1665427403660305,1.311163419789766
0,0.6404821454725985,0.1,0.9785364789599035,0.08418699304774287,0,0.0,0.6046516626212759
0,0.8138229753352013,0.1,1.3463543771081985,0.15573571015081075,1,2.102095096054163,1.5573571015081074
0,0.8219832966453389,0.11574820334692634,1.5289299516468526,0.18407338192582495,0,0.0,1.8407338192582494
0,0.5479708199897596,0.4402414762606462,1.1448615998804426,0.3792967745320966,1,1.3928039712641704,3.276912846718227
0,0.5520558962572265,0.3803934644721581,1.0946201337486041,0.05608328804841746,0,0.0,0.12739210427145942
0,0.5699387167070094,0.251093609351731,1.2998778938982845,0.31734560535120493,0,0.0,0.8342561978333679
0,1.0804546211899524,0.19643169480073694,1.1538728121059478,0.2919350274250217,1,2.0245559360711476,1.162654151886758
0,0.6559522086165502,0.10857550929872414,0.9371360051589895,0.19643169480073694,1,0.8673534147383999,1.0
0,0.2610371292924506,0.1,0.4812351108950128,0.10857550929872414,1,0.7336435559992577,1.0
0,0.28527473783218454,0.1,1.0322443304519382,0.0,0,0.0,0.0
0,1.7879017988870647,0.1,0.9541196722592957,0.10352753393219757,1,3.3445641892783557,1.0352753393219756
0,1.1877293357788477,0.1,0.8839791397659609,0.1,1,0.4944226468792756,1.0
0,0.7662210497221031,0.1,0.4436513773418609,0.1,1,0.3735290221243367,1.0
0,0.7634278808047382,0.1672891072665337,1.0648639772953836,0.22942076086649896,0,0.0,2.2942076086649896
0,0.3877748044085069,0.2337198256259354,0.7271811611461032,0.2844241087166043,1,0.9525210952206423,1.7001950298141348
0,0.03500675863562058,0.1608719697487993,0.3032158017066008,0.2337198256259354,1,0.7819378625414088,1.0
0,0.07870483703571074,0.14838161861875854,1.1627780733251072,0.0,0,0.0,0.0
0,1.7093391506134648,0.15070318493934481,1.4675245177120815,0.23469248106439516,0,0.0,0.9387699242575807
0,1.1257463037665232,0.11136837501663743,1.2231148159278926,0.20689829459058054,1,0.7155483541630279,1.3728860121559687
0,1.1097740404136769,0.2830257521553297,1.1347632781796353,0.29253614338595363,0,0.0,2.6267433940941616
0,0.9881441568748393,0.24152925461010827,1.315064597406987,0.3091530137840758,1,1.1849841044369596,1.0923140789478654
0,0.9991211513834222,0.2028614369627828,1.4676651350042598,0.26815507468032396,0,0.0,1.1102384889697803
0,0.581283152806496,0.21924535734136769,0.5721689906110339,0.26992288978455536,1,0.5726722828545731,1.3305776288771716
0,0.5995955477083758,0.14037409071192467,1.189396063781586,0.18321443566282336,0,0.0,0.8356593630284096
0,2.504075488776866,0.17556398790108943,1.5079125971573726,0.2147478062744206,1,2.5148829121906244,1.5298250922609749
0,1.8318468945854733,0.12465020379803668,0.8581557570927338,0.17556398790108943,1,0.3427036289197121,1.0
0,1.1579172159186788,0.1,1.0601861163529709,0.12465020379803668,1,0.578752579970871,1.0
0,0.6164242363165295,0.1,0.6958334632473262,0.1,1,0.6009354154867277,1.0
0,0.6055085817052844,0.1,0.8170484563406119,0.0,0,0.0,0.0
0,1.7857044785022653,0.18731469858529926,1.4381037529978182,0.20829416650901722,1,2.3750344692848264,2.082941665090172
0,1.1948548476588057,0.13723033113314825,0.6796953594539259,0.18731469858529926,1,0.38063149173709354,1.0
0,0.6295749324849212,0.1,0.6377226600857757,0.13723033113314825,1,0.5337239593037826,1.0
0,0.6529764080935235,0.1,1.5114126033521151,0.12674379907813949,0,0.0,1.2674379907813949
0,0.35965810327931247,0.4086154111734933,0.21345600563070055,0.3301396318121206,1,0.3268969644001717,3.301396318121206
0,0.36622805210208753,0.38597934883838725,0.8952573536401602,0.019228845410769177,0,0.0,0.047058541809635354
0,0.38248520128135866,0.2465604909082683,1.029267377093695,0.20550464329206997,0,0.0,0.5324239338465656
0,1.1720702274929882,0.36744052766567437,0.9720946526501171,0.3938048933315712,1,2.5415222586220736,1.5971938240424923
0,1.1585006150974484,0.24328976021032617,1.1789276350916371,0.2798470106827248,0,0.0,0.7616117156715796
0,1.1333251968533915,0.13349814387461606,0.9537199702140897,0.15046352969113044,0,0.0,0.6184540177977625
0,1.2767849099614297,0.1,1.5032219289707618,0.15703363898125702,1,1.3263818126909788,1.1762982946695195
0,0.7868737115895525,0.1,0.686978883872865,0.1,1,0.5380537305172395,1.0
0,0.8012129339851923,0.1,1.3391492545965502,0.11795145729215499,0,0.0,1.17951457292155
0,0.5045985285149741,0.3363697190691219,0.7572728423997017,0.31648254861343794,1,0.9451580351219059,3.1648254861343794
0,0.20605917335363666,0.2774669831684319,0.3144929958610392,0.3363697190691219,1,0.6232538901502296,1.0
0,0.22697785175716892,0.25926116229913365,0.8490311966161713,0.0,0,0.0,0.0
0,0.2657657124783402,0.17180710545378136,1.1363920968620007,0.2582042546981014,0,0.0,0.9959233863195721
0,1.5445512347231785,0.30103017313471236,0.7822413049110096,0.32899241160371206,1,2.943349228974607,1.9148940943668704
0,1.157860900057726,0.22999357877206902,1.144827311016575,0.30103017313471236,1,0.7412038430837525,1.0
0,1.1601425410857942,0.18720429961633173,1.3102378858487833,0.26018703894564243,0,0.0,1.1312795789116186
0,1.4723152148926422,0.14032632205932152,1.479689346014946,0.2112775894741859,1,1.275437537727117,1.128593680311785
